message,label
"Earn ₹5000/day from home, no experience needed, WhatsApp us now: 9XXXXXXXXX",1
"Ghar baithe ₹50000 mahine kamao, sirf mobile chahiye, abhi join karo",1
"URGENT HIRING: Data entry job, earn ₹800/hour, no interview, pay ₹500 registration",1
"Free job offer! Work from home, ₹3000 daily, send Aadhaar card on WhatsApp",1
Congratulations! You have been selected for a WFH job. Pay ₹999 security deposit to confirm.,1
"Earn money online without investment, ₹2000 per day guaranteed, call now",1
"Part time job opportunity, 2 ghante kaam karo ₹40000 kamao, no qualification needed",1
"Amazon work from home job, pack items at home, ₹1500/day, registration fee ₹750",1
"Flipkart data entry job, ₹25000/month, no interview, just pay ₹999 and start today",1
"WhatsApp job offer: Like YouTube videos and earn ₹500 per task, join our Telegram group",1
"Meesho reseller job, ghar se karo, daily ₹2000 income guaranteed, no investment",1
"Urgent! Female candidates needed for online job, ₹4000/day, only WhatsApp preferred",1
"WORK FROM HOME: Typing job, ₹15 per line, earn ₹30000/month, no experience required",1
"Google work from home vacancy, ₹80000/month, apply by sending Aadhaar on this number",1
Yeh message share karo 10 logon ko aur pao ₹5000 direct bank mein,1
"Part-time online job: watch ads and earn ₹2000/day, 100% genuine, no investment",1
"BIG OPPORTUNITY: Earn ₹500 per referral, unlimited income, join our MLM team now",1
"COVID relief job scheme by Govt of India, ₹25000/month, register by paying ₹200 fee",1
"Genuine online job: photo editing from home, ₹1200/photo, no experience, pay ₹1500 kit fee",1
"Namaskar, aapko ek job offer hai ₹60000/month, sirf WhatsApp karo: 9XXXXXXXXX",1
"Insurance company mein job, ₹50000/month fixed salary, no target, no interview, apply now",1
"Earn ₹5 per click on ads, ₹1000 minimum withdrawal, 100% legit, join free Telegram channel",1
"Housewife job from home: pack agarbatti, earn ₹600/kg, we will courier raw material, pay ₹2000 deposit",1
"TATA company hiring, work from home, ₹45000/month, no experience, send CV on WhatsApp",1
LOTTERY RESULT: You have won ₹15 lakh in KBC lottery. Call now to claim your prize.,1
"Job offer from Dubai, salary AED 5000, visa sponsorship, just pay ₹25000 processing fee",1
"Singapore mein job chahiye? We have openings, pay ₹50000 agent fee and get visa guaranteed",1
"Online teaching job, ₹500 per hour, no degree needed, pay ₹1200 for registration kit",1
"Aapke resume ko dekh ke humne aapko select kiya hai, ₹35000/month, confirm karne ke liye ₹500 bhejo",1
"Daily task job: complete 5 tasks and earn ₹2000, first task free then pay ₹999 to continue",1
"Modelling job for boys and girls, ₹10000/day, no experience, send photo on WhatsApp",1
"Genuine reselling job, earn ₹1000 per product sold, no investment required, join now",1
"Mobile se paise kamao, ₹500 per day guaranteed, 2 ghante kaam karo ghar se",1
"Survey job online: answer questions, earn ₹300 per survey, join our WhatsApp group",1
"Urgent vacancy in MNC, salary ₹1.2 lakh/month, work from home, no degree required",1
"10th pass ke liye job: data entry, ₹18000/month, sirf ₹300 registration fee",1
"Amazon and Flipkart delivery job, earn ₹2500/day, bike chahiye nahi, ghar se hi karo",1
"Ek baar ₹500 invest karo aur roz ₹2000 kamao, 100% safe investment, guaranteed returns",1
"PM Rozgar Yojana ke tahat free job training aur ₹15000/month stipend, form bharne ke liye ₹100 bhejo",1
"NGO mein volunteer job, ₹25000/month, work from home, no experience, apply on WhatsApp",1
"Sarkari job guaranteed: pay ₹5000 and get government job in 3 months, 100% sure",1
"Earn in dollars from home, US company hiring Indians, ₹80000/month, interview not required",1
Mobile recharge job: recharge customers' numbers and earn ₹200 commission per recharge,1
"Our company is hiring content writers, ₹1500 per article, pay ₹800 joining fee",1
"Telegram pe join karo, daily task karo, ₹3000 roz kamao, genuine opportunity",1
"ICICI bank back-office job, ₹22000/month, 12th pass, no interview, apply fee ₹600",1
"Freelance video editing job, ₹2000 per video, pay ₹1500 software fee to start",1
"Ghar baithe saree, kurti pack karo aur ₹800/day kamao, material hum bhejenge, deposit ₹1000",1
"Online MLM business, sirf 3 log jodo aur ₹30000/month pakka income, join free",1
"Urgently needed: 500 workers for online project, ₹28000/month, no experience, no interview",1
"WhatsApp per message forward karo aur ₹10 per message kamao, daily payout",1
"Abroad job offer: Canada tourist visa pe kaam kar sakte ho, pay ₹1 lakh to agent",1
"HDFC bank telecalling job, ₹20000/month, work from home, send Aadhaar + PAN on WhatsApp",1
"Amazon seller job: sell products from home, ₹50000/month profit guaranteed, pay ₹2500 training fee",1
"Aaj hi join karo humara network, ₹500 per referral, 10 log jodo ₹5000 pao",1
"Online English teaching to foreign students, ₹1000/hour, no degree needed, pay ₹1500 registration",1
"Kisi bhi samay kaam karo, ₹2500 roz guaranteed, sirf smartphone chahiye",1
"Flipkart partner job, ghar se orders pack karo, ₹1200/day, ₹500 deposit required",1
"Job alert: 500 vacancies, age 18-35, salary ₹35000, no exam, direct joining, pay ₹200 form fee",1
"Earn ₹1000 daily by clicking on websites and filling forms, no investment, 100% real",1
"Aapka naam lucky draw mein nikla hai, ₹2 lakh cash prize, claim karne ke liye ₹500 bhejo",1
"Swiggy delivery partner job, ₹3000/day, no bike needed, ghar se karo, WhatsApp now",1
"Genuine online job for students, ₹15000/month, 2 hours per day, no fees required... but training kit ₹999",1
"Sarkari naukri dilayenge, 10th pass bhi chalega, sirf ₹3000 agent fee do",1
"Netflix ke liye kaam karo, subtitles likho, ₹500 per episode, no experience, pay joining fee",1
"Work from home job: respond to customer chats, ₹1500/day, no experience, WhatsApp for details",1
"Rajasthan/MP/UP government recruitment 2024, 1000 posts, salary ₹45000, apply fee ₹5000",1
"Earn ₹50000/month by investing ₹10000 in our trading platform, guaranteed profit daily",1
"Captcha filling job, ₹2 per captcha, earn ₹2000/day, join by paying ₹300",1
"Housewife ke liye golden opportunity, 3 ghante kaam karo, ₹25000/month, registration open",1
"Online job mein ₹10000 invest karo, 30 din mein double ho jayega, 100% guarantee",1
"Stock photo upload job, earn ₹500 per photo, 20 photos per day = ₹10000, join now for ₹999",1
"High commission job: sell our products, 40% commission, ₹1 lakh/month possible, join free",1
"Data processing job from home, ₹20/form, earn ₹3000/day easily, pay ₹1000 to start",1
"Recharge karo ₹100, hota ₹500 roz ka paisa aata rahe, join our plan now",1
"BPO job from home, salary ₹18000/month, fresher welcome, training fee ₹1500",1
"Canada, Australia, Germany mein job chahiye? Pay ₹75000 and we guarantee placement",1
"Job offer from Reliance, ₹55000/month, 12th pass eligible, no interview, WhatsApp for joining",1
"Ek ghar se kaam karne wali job, ₹25000 mahine, sirf 3 ghante roz, no experience needed",1
"Koi bhi kaam nahi aata? Koi baat nahi, humari company mein sabko naukri milti hai, ₹30000/month",1
"Online job portal par register karo aur lakho ki job pao, registration fee ₹299 only",1
"Social media manager job, ₹40000/month, ghar se karo, sirf Facebook aur Instagram chalao",1
"Urgent requirement: 200 workers for US-based company, salary $2000/month, pay ₹30000 visa fee",1
"Aaj join karo, kal se kamai shuru, ₹5000 roz guaranteed, limited seats available",1
"Earn money by sharing WhatsApp status, ₹200 per story, unlimited income potential",1
"E-commerce job: process orders from home, ₹20000/month, ₹700 registration required",1
"Government scheme: free laptop aur ₹15000/month for 12th pass students, register now for ₹150",1
"Ghar baithe paise kamao: sirf like aur share karo YouTube videos, ₹500 per video",1
"Upwork freelancing job, humse join karo, ₹2000/hour guaranteed, joining fee ₹2000",1
"Aapki job pakki hai, ₹42000/month, bas ₹1000 bhejo security ke liye",1
"Online job for retired persons, ₹20000/month, part time, no computer knowledge needed",1
"Jaldi karo! Sirf 10 seats baaki hain, ₹35000/month work from home job, apply now",1
"₹500 invest karo, 7 din mein ₹5000 pao, Bitcoin trading, 100% profit guaranteed",1
"Padhai ke saath karo yeh part time job, ₹25000/month, college students ke liye",1
"Food delivery company mein job, ₹2000/day, ghar se process orders, no bike needed",1
"Ghar se kaam karo yeh ek bilkul genuine offer hai, ₹3500 roz, sirf ₹499 deposit chahiye",1
Online paise kamane ka asaan tarika: apna account share karo aur ₹5000 weekly pao,1
"Aapko secret shopper job offer hai, ₹2500/day, no interview, WhatsApp karo abhi",1
"Copy paste job from home, ₹800/hour, no target, no boss, aaj hi join karo",1
"Bina kuch kiye ₹2 lakh mahina kama sakte ho, hamara AI tool use karo, ₹2000 subscribe karo",1
"Tata Consultancy Services is hiring freshers for Software Engineer role, 2024 batch eligible, apply at tcs.com/careers",0
"Infosys walk-in drive on 15th June in Pune for Java Developer, 2-5 years experience required",0
"Wipro off-campus hiring for BE/BTech 2023/2024 batch, CTC ₹3.5 LPA, apply by 30th May",0
"HCL Technologies Noida office requires experienced Python developers, 3+ years, competitive salary",0
"Cognizant is hiring Business Analysts in Chennai, MBA preferred, 2-4 years experience, apply on naukri.com",0
"Accenture Solutions walk-in interview on Monday for BPO voice process, Hyderabad, ₹18000-22000/month",0
"Mphasis hiring for Network Engineer role in Bangalore, CCNA certified candidates preferred, 2-3 years exp",0
"Tech Mahindra is conducting campus recruitment at IIT Delhi next week, CS/IT branches eligible",0
"Reliance Retail hiring store managers across Maharashtra, graduation required, 3+ years retail experience",0
"HDFC Bank relationship manager vacancy in Indore, MBA/BCOM, freshers also eligible, apply on hdfc website",0
"SBI PO recruitment 2024 notification out, 2000 vacancies, apply at sbi.co.in before 30th June",0
"IBPS Clerk 2024 notification released, 6128 vacancies, online application starts July 1st",0
"Railway recruitment board releasing 5000 vacancies for Group C posts, official notification at rrbcdg.gov.in",0
"UPSC Civil Services 2024 application open, IAS/IPS/IFS vacancies, check upsc.gov.in for details",0
"SSC CGL 2024 notification released for Group B and C posts, apply at ssc.nic.in",0
"Delhi Police constable recruitment 2024, 7547 posts, physical test dates announced at delhipolice.nic.in",0
"ONGC recruitment 2024 for engineers and geoscientists, 1000+ posts, apply at ongc.co.in",0
"ISRO hiring scientists and engineers, BE/BTech/ME/MTech, experience preferred, apply at isro.gov.in",0
"L&T construction is hiring civil engineers for infrastructure projects across India, 5+ years preferred",0
"Bosch India Pune office is hiring embedded systems engineers, C/C++ knowledge required, apply on LinkedIn",0
"Bajaj Finance hiring relationship officers across UP and MP, 12th pass eligible, salary ₹15000 + incentives",0
"Amazon India warehouse associate job in Bhiwandi, ₹18000/month, 8-hour shifts, apply at amazon.jobs",0
"Flipkart hiring delivery executives in Bhopal and Indore, bike mandatory, ₹16000-20000/month + incentives",0
"Swiggy delivery partner: own bike + smartphone, earn ₹20000-30000/month based on deliveries, apply on app",0
"Zomato delivery partner registration open in your city, set your own hours, weekly payout, apply at zomato.com",0
"BigBasket warehouse job in Bangalore, packing and sorting role, ₹14000/month, PF + ESI benefits",0
"Zepto is hiring delivery executives in Mumbai, Pune, Hyderabad, bike required, good weekly earnings",0
"Delhivery logistics hiring delivery associates in tier-2 cities, ₹14000-17000/month, two-wheeler required",0
"Blue Dart courier services hiring field executives in Chennai and Coimbatore, experience preferred",0
"Jio hiring network engineers for 5G rollout, BE Telecom/Electronics, 2-4 years exp, apply at jio.com",0
"Airtel is recruiting B2B sales executives in Delhi NCR, ₹20000 base + commission, graduation required",0
"BSNL junior engineer recruitment 2024 for telecom discipline, diploma/degree required, apply at bsnl.co.in",0
"Naukri.com is hiring for product manager role in Noida, 4-6 years PM experience required",0
"Byju's academic counsellor vacancy in Lucknow, freshers eligible, ₹25000 base + high commissions",0
"Vedantu is hiring online tutors for Maths and Science, Class 6-12, graduation required, part-time possible",0
"NIIT Technologies hiring for content development in education sector, Delhi office, B.Ed preferred",0
"Coaching institute in Kota hiring Physics faculty, B.Tech/M.Sc Physics, 5+ years teaching experience",0
Government school teacher recruitment in MP: MPTET qualified candidates apply for primary teacher posts,0
"Navodaya Vidyalaya Samiti teacher vacancy 2024, PGT/TGT posts, NVS official website for details",0
"AIIMS Delhi recruitment for junior resident doctors, MBBS with internship completed, apply at aiims.edu",0
"Apollo Hospitals Hyderabad hiring staff nurses, B.Sc Nursing required, 1-2 years experience preferred",0
"Fortis Hospital Gurgaon vacancy for medical lab technician, DMLT/B.Sc MLT, freshers welcome",0
"PharmEasy hiring delivery executives and warehouse staff in multiple cities, apply on their careers page",0
"Dr. Reddy's Laboratories hiring QC chemist in Hyderabad, M.Sc Chemistry, 2+ years pharma experience",0
"Sun Pharma Vadodara plant hiring production operators, diploma in pharmacy/chemistry preferred",0
Mahindra & Mahindra Nashik plant requiring diploma mechanical engineers for production department,0
"Maruti Suzuki ITI recruitment for Manesar plant, fitter/electrician/welder trades, 18-25 years age",0
"Hero MotoCorp Delhi hiring quality engineers, B.E. Mechanical, 3 years automobile industry experience",0
"Hyundai India Chennai plant off-campus hiring, diploma/BE mechanical, fresher batch drive next month",0
"Tata Motors Pune opening for production supervisor, BE/Diploma, 4-6 years manufacturing experience",0
"Bajaj Auto Chakan plant ITI apprenticeship scheme 2024, stipend ₹8000/month, apply at bajaj-auto.com",0
"ITC Limited Kolkata office hiring HR executive, MBA HR, 2-4 years FMCG experience preferred",0
"Hindustan Unilever is hiring sales officers for rural distribution, any graduate, own bike preferred",0
"Nestle India hiring area sales manager in West Bengal, FMCG background, MBA preferred, 5+ years",0
"Dabur India limited requiring digital marketing executive, B.Tech + MBA, 2 years digital exp, Ghaziabad",0
"Godrej Consumer Products hiring supply chain analyst, MBA operations, SAP knowledge, Vikhroli Mumbai",0
"Marico Limited territory sales executive vacancy, graduation required, fresh MBA graduates eligible",0
"Patanjali Foods hiring marketing executives across India, field sales background preferred",0
"Decathlon India hiring sports coaches and sales advisors, sports background preferred, apply on website",0
"Shoppers Stop requiring visual merchandiser, fashion/retail background, Tier-1 city locations",0
"Myntra hiring warehouse operations staff in Bangalore, ₹16000/month, shifts available, apply now",0
"Meesho customer support job, Bangalore office, graduation required, ₹20000-25000/month CTC",0
"OYO Rooms hiring revenue manager, MBA preferred, 2 years hospitality/OTA experience, Gurgaon",0
"MakeMyTrip hiring B2B travel consultant in Delhi, travel industry experience preferred, good communication",0
"HDFC Life Insurance hiring sales development managers, freshers eligible, salary + commission structure",0
"LIC of India agent recruitment, commission-based, training provided, apply at licindia.in",0
"Axis Bank is hiring loan officers for home loan department, graduation required, 1-2 years banking preferred",0
"Kotak Mahindra Bank personal banker vacancy in Pune, CTC ₹4-5 LPA, any graduate, freshers welcome",0
"Yes Bank customer service executive walk-in, Mumbai, graduation required, ₹18000-22000/month",0
"Deloitte India Hyderabad office hiring audit associates, CA Inter/CA Final candidates preferred",0
"PwC India Mumbai requiring tax consultant, CA qualified, 0-2 years, direct tax background",0
"EY India is hiring SAP FICO consultant, 3-5 years implementation experience, Bangalore/Pune locations",0
"KPMG India hiring data analytics consultant, B.Tech + MBA, Python/R skills, Gurgaon office",0
"Wipro BPS Chennai is hiring for international voice process, good English required, rotational shifts",0
"Concentrix Bangalore walk-in for customer support, UG/PG eligible, ₹22000/month + benefits",0
"Teleperformance Hyderabad hiring for US healthcare voice process, night shift, ₹28000-32000/month",0
"iGate Mastech hiring for data analyst role, SQL + Tableau skills, 2 years exp, Noida office",0
"Capgemini India engineer trainee drive for 2024 batch, BE/BTech/MCA, apply at capgemini.com/in",0
"Publicis Sapient hiring associate software engineer, full-stack skills, fresher-friendly, Gurgaon office",0
"ThoughtWorks is conducting hiring hackathon for developers, apply at thoughtworks.com/careers",0
"Freshworks Chennai hiring software development engineer, 2-4 years, SaaS product experience preferred",0
"Zoho Corporation hiring across all departments, Tenkasi/Chennai, BE/MBA freshers welcome, apply at zoho.com",0
"Ola Electric is hiring mechanical and electrical engineers for EV manufacturing, Pune plant, exp required",0
"Paytm hiring product managers in Noida, 3-5 years PM experience, fintech background preferred",0
"PhonePe Bangalore requiring backend engineers, Java/Golang, 3+ years, payments domain knowledge plus",0
"CRED hiring for data science roles, Bangalore, IIT/IIM preferred, 2+ years ML experience",0
"Razorpay Bangalore hiring for sales roles, B2B SaaS experience, ₹8-15 LPA depending on experience",0
"Dream11 Mumbai hiring software engineers, competitive salary, 2+ years web/mobile development",0
"Nykaa Fashion is hiring buying managers, fashion retail background, Mumbai, MBA preferred",0
"Urban Company hiring skilled professionals: electricians, plumbers, beauticians, apply on their partner app",0
"Lenskart Faridabad hiring retail store managers, optical background preferred, ₹25000-35000/month",0
"boAt Lifestyle hiring brand marketing manager, Delhi, 3-5 years consumer electronics/FMCG experience",0
"Tata Steel Jamshedpur plant hiring graduate engineer trainees, BE Mechanical/Metallurgy, apply at tatasteel.com",0
"IndusInd Bank hiring for credit analyst role, CA/MBA Finance, 1-3 years banking experience, Mumbai",0
"Vedanta Resources hiring mining engineers, B.Tech Mining, 3+ years underground mining exp, Rajasthan",0
"Cipla Limited Goa plant requiring production chemist, M.Sc/B.Pharm, freshers eligible, apply at cipla.com",0
"Hindustan Aeronautics Limited 2024 apprenticeship, diploma in mechanical/electrical, Bangalore/Nashik",0
"IIM Ahmedabad research associate position, MBA/Economics background, 1-year contract, apply by email",0
"DRDO scientist recruitment 2024, B.Tech/M.Tech in engineering disciplines, apply at drdo.gov.in",0
"NTPC limited executive trainee recruitment 2024, 326 posts, BE/BTech required, apply at ntpc.co.in",0
"Wipro hiring software developers for Bangalore office",0
"Wipro walk-in drive for freshers",0
"Wipro software engineer interview scheduled",0
"Wipro recruitment for backend developer role",0
"TCS hiring React developers in Pune",0
"Infosys campus placement drive for BTech students",0
"Accenture hiring frontend developers",0